A,B,C
200.0,931456.0,g
451.0,200840.0,l
774.0,606458.0,g
944.0,95839.0,k
999.0,918302.0,h
844.0,895895.0,b
812.0,838064.0,d
500.0,946006.0,b
26.0,343881.0,i
320.0,940501.0,k
327.0,109547.0,c
616.0,593159.0,c
920.0,439890.0,b
91.0,898317.0,a
495.0,848027.0,h
408.0,298809.0,j
112.0,577133.0,h
33.0,421492.0,l
870.0,256209.0,i
522.0,205403.0,h
102.0,175996.0,d
659.0,582756.0,k
444.0,523856.0,g
150.0,533334.0,c
17.0,762668.0,f
869.0,793931.0,l
946.0,203577.0,i
159.0,27525.0,e
750.0,297215.0,c
948.0,378784.0,k
464.0,928328.0,d
165.0,647080.0,e
703.0,138162.0,g
206.0,406698.0,g
861.0,846462.0,f
539.0,859767.0,i
901.0,107875.0,d
418.0,449085.0,k
603.0,902088.0,l
389.0,150053.0,b
493.0,130196.0,g
737.0,121854.0,g
43.0,100152.0,g
541.0,785199.0,c
195.0,833948.0,a
213.0,384722.0,l
47.0,652110.0,f
120.0,12023.0,h
647.0,160280.0,h
667.0,824871.0,e
294.0,312235.0,d
742.0,292842.0,c
140.0,713559.0,k
354.0,543044.0,f
2.0,140708.0,d
198.0,926145.0,f
955.0,765184.0,a
528.0,899226.0,d
529.0,69120.0,a
359.0,201753.0,b
939.0,984786.0,e
168.0,441661.0,k
720.0,763076.0,e
679.0,244169.0,c
118.0,247239.0,e
855.0,58588.0,a
505.0,513424.0,h
24.0,925884.0,j
497.0,595944.0,d
240.0,760527.0,d
994.0,197604.0,h
843.0,777457.0,i
454.0,948356.0,h
659.0,326068.0,h
398.0,376963.0,e
90.0,244745.0,i
26.0,983146.0,b
35.0,455155.0,f
813.0,515804.0,f
449.0,169470.0,b
681.0,512856.0,b
5.0,373643.0,d
457.0,154637.0,e
97.0,216246.0,e
911.0,992979.0,c
745.0,676998.0,j
902.0,420442.0,g
89.0,875789.0,a
222.0,408121.0,l
822.0,327656.0,j
829.0,565448.0,e
610.0,776915.0,i
70.0,89399.0,k
307.0,595927.0,l
236.0,149384.0,k
342.0,702747.0,e
323.0,673217.0,e
842.0,607446.0,j
375.0,662340.0,l
199.0,951943.0,d
532.0,909524.0,b
304.0,288506.0,d
531.0,514689.0,h
609.0,46608.0,f
634.0,503061.0,i
166.0,533302.0,h
531.0,517025.0,h
131.0,598617.0,c
754.0,89557.0,c
915.0,376753.0,b
130.0,334745.0,g
964.0,244729.0,g
172.0,779473.0,l
804.0,980971.0,b
375.0,299860.0,b
230.0,877971.0,j
548.0,761570.0,k
984.0,501392.0,b
196.0,27553.0,e
587.0,258660.0,b
286.0,965252.0,l
860.0,505689.0,j
209.0,840371.0,b
631.0,901183.0,e
178.0,534924.0,a
670.0,839443.0,g
802.0,546517.0,f
203.0,17171.0,f
400.0,825300.0,i
764.0,830747.0,c
270.0,207098.0,f
51.0,463626.0,g
866.0,568864.0,l
470.0,851003.0,b
372.0,974990.0,g
189.0,951900.0,l
528.0,751995.0,h
400.0,341009.0,e
949.0,76272.0,l
686.0,974499.0,g
916.0,81106.0,f
177.0,254751.0,l
205.0,750633.0,h
857.0,498251.0,f
485.0,999314.0,a
167.0,44669.0,l
448.0,996459.0,i
538.0,789039.0,k
901.0,912251.0,f
589.0,433233.0,a
251.0,863614.0,j
485.0,867138.0,g
973.0,433580.0,b
332.0,432110.0,l
94.0,603247.0,h
819.0,120311.0,b
221.0,902927.0,g
649.0,477828.0,j
943.0,650735.0,h
971.0,677582.0,f
454.0,391880.0,f
854.0,356058.0,l
13.0,756414.0,h
683.0,564110.0,k
331.0,217460.0,f
149.0,25368.0,c
475.0,882686.0,k
8.0,908011.0,d
904.0,134172.0,g
206.0,496239.0,l
379.0,502674.0,d
336.0,30723.0,a
291.0,579168.0,e
647.0,168082.0,l
788.0,879146.0,d
768.0,514205.0,b
623.0,795759.0,c
737.0,500219.0,f
498.0,977218.0,b
745.0,845449.0,a
84.0,658231.0,j
750.0,401800.0,c
930.0,397974.0,e
822.0,877768.0,l
797.0,102146.0,i
649.0,18130.0,a
561.0,957587.0,f
26.0,23368.0,j
390.0,231564.0,c
954.0,577341.0,a
6.0,666463.0,c
977.0,156509.0,j
705.0,640526.0,g
138.0,548780.0,b
774.0,416694.0,h
991.0,313863.0,j
552.0,12185.0,d
503.0,177782.0,e
686.0,947273.0,e
529.0,378223.0,a
607.0,26295.0,g
861.0,778152.0,a
51.0,614533.0,i
871.0,559639.0,e
30.0,840115.0,e
617.0,47706.0,c
109.0,713608.0,e
822.0,87626.0,k
518.0,724452.0,c
186.0,466452.0,g
851.0,628120.0,g
338.0,837449.0,k
894.0,853224.0,e
741.0,988406.0,i
351.0,187074.0,a
887.0,440471.0,l
69.0,105312.0,e
858.0,743341.0,k
31.0,617834.0,e
306.0,598353.0,b
361.0,249057.0,b
998.0,650937.0,c
894.0,384628.0,l
261.0,672517.0,e
226.0,812920.0,j
425.0,797989.0,i
843.0,247084.0,j
967.0,12326.0,c
666.0,859536.0,j
802.0,743200.0,e
644.0,478122.0,k
396.0,127581.0,e
294.0,151384.0,a
150.0,715715.0,g
914.0,265641.0,d
186.0,480628.0,i
214.0,99604.0,a
886.0,233511.0,c
622.0,863576.0,f
731.0,99118.0,c
101.0,268438.0,b
815.0,10475.0,d
138.0,608277.0,h
871.0,984920.0,k
524.0,69245.0,h
464.0,807286.0,l
30.0,921353.0,c
745.0,676815.0,j
540.0,487577.0,g
677.0,189883.0,i
816.0,591339.0,b
815.0,254067.0,f
584.0,789750.0,b
258.0,665395.0,d
937.0,809116.0,b
560.0,313595.0,j
39.0,716542.0,b
174.0,113884.0,j
600.0,462857.0,b
510.0,31553.0,g
790.0,691626.0,g
623.0,797286.0,a
148.0,31105.0,i
947.0,33529.0,c
634.0,839218.0,l
671.0,946285.0,d
676.0,769032.0,a
879.0,896346.0,k
740.0,733913.0,c
435.0,545659.0,f
799.0,266203.0,i
692.0,760336.0,f
813.0,549085.0,d
586.0,876664.0,c
195.0,95120.0,e
269.0,301719.0,f
432.0,113969.0,f
430.0,678298.0,c
39.0,701130.0,f
404.0,721872.0,a
454.0,452057.0,k
507.0,426573.0,j
50.0,752092.0,e
722.0,184668.0,e
692.0,434364.0,a
26.0,845862.0,k
762.0,578582.0,l
17.0,129332.0,f
925.0,105556.0,c
894.0,24355.0,h
890.0,270220.0,j
182.0,864234.0,l
288.0,9765.0,b
456.0,159427.0,f
523.0,621458.0,j
728.0,75671.0,g
431.0,667376.0,a
100.0,736205.0,e
478.0,963346.0,d
703.0,269337.0,c
730.0,294801.0,j
842.0,867064.0,e
907.0,663815.0,h
20.0,206499.0,j
488.0,67996.0,i
495.0,613845.0,b
661.0,159467.0,g
43.0,471541.0,g
639.0,206692.0,c
429.0,21300.0,j
145.0,788980.0,l
774.0,492810.0,f
884.0,759665.0,i
16.0,509257.0,g
695.0,501671.0,e
473.0,200061.0,j
465.0,139174.0,l
145.0,345518.0,b
614.0,476345.0,e
457.0,777527.0,d
617.0,786234.0,i
665.0,726556.0,b
45.0,152819.0,f
495.0,513357.0,e
672.0,105170.0,j
629.0,551369.0,k
924.0,110790.0,j
212.0,874515.0,h
49.0,649747.0,d
253.0,497239.0,l
647.0,973415.0,j
183.0,467863.0,g
259.0,440936.0,c
470.0,231610.0,d
931.0,599227.0,e
664.0,306444.0,e
218.0,274925.0,k
891.0,67131.0,h
470.0,700303.0,b
253.0,59417.0,d
541.0,41782.0,g
566.0,165231.0,k
819.0,297069.0,d
778.0,717034.0,b
735.0,916252.0,j
583.0,316975.0,a
490.0,291152.0,e
192.0,692922.0,i
415.0,954966.0,k
100.0,128816.0,j
358.0,934979.0,b
923.0,639780.0,a
655.0,32328.0,g
757.0,287649.0,k
205.0,109326.0,j
396.0,555899.0,k
751.0,725831.0,i
114.0,809895.0,g
743.0,155622.0,j
335.0,16422.0,h
948.0,723017.0,k
7.0,905309.0,e
176.0,335084.0,e
995.0,365943.0,f
437.0,969148.0,d
593.0,245650.0,c
432.0,710305.0,j
373.0,288214.0,g
156.0,279977.0,f
684.0,827046.0,d
999.0,897575.0,j
914.0,507725.0,g
465.0,11332.0,c
128.0,859479.0,l
136.0,986241.0,k
107.0,836980.0,h
582.0,733090.0,f
648.0,852262.0,g
240.0,823842.0,a
341.0,204301.0,k
313.0,490169.0,k
934.0,393877.0,h
676.0,600987.0,c
812.0,561669.0,l
641.0,198658.0,h
68.0,621159.0,c
95.0,433861.0,d
607.0,677987.0,d
816.0,236237.0,g
455.0,337822.0,g
597.0,745256.0,a
677.0,541958.0,j
267.0,953389.0,f
67.0,628090.0,f
934.0,688814.0,h
102.0,474574.0,h
645.0,315745.0,j
297.0,811101.0,l
476.0,629543.0,h
592.0,657710.0,e
241.0,128505.0,f
949.0,105170.0,g
72.0,421109.0,a
480.0,157696.0,k
878.0,589152.0,b
545.0,382660.0,i
403.0,214557.0,a
844.0,547031.0,h
659.0,633084.0,h
156.0,853074.0,g
533.0,117456.0,i
155.0,235667.0,g
519.0,457612.0,b
769.0,535173.0,b
976.0,799188.0,l
973.0,115698.0,l
143.0,581401.0,f
64.0,149711.0,k
703.0,891811.0,k
951.0,431058.0,c
106.0,737376.0,l
389.0,511274.0,c
909.0,735947.0,i
480.0,232400.0,h
792.0,839620.0,c
318.0,547687.0,l
853.0,192103.0,g
885.0,355831.0,h
75.0,972000.0,c
798.0,897598.0,l
237.0,932839.0,f
533.0,449904.0,g
761.0,357460.0,e
311.0,220148.0,c
721.0,639470.0,d
353.0,297444.0,i
971.0,39838.0,c
744.0,629648.0,b
457.0,723913.0,i
440.0,947916.0,d
162.0,962445.0,c
190.0,589859.0,b
243.0,392295.0,h
538.0,695834.0,d
411.0,346031.0,e
528.0,40446.0,i
853.0,562040.0,c
779.0,224880.0,j
268.0,493662.0,c
56.0,665498.0,i
646.0,894241.0,g
984.0,633351.0,l
16.0,616261.0,a
291.0,937115.0,c
976.0,732272.0,j
655.0,857004.0,c
862.0,844827.0,c
905.0,584962.0,e
847.0,296613.0,i
303.0,702568.0,h
228.0,511034.0,g
853.0,223025.0,e
255.0,841685.0,l
928.0,333534.0,c
772.0,504594.0,l
960.0,645947.0,i
627.0,177265.0,i
577.0,677267.0,e
801.0,348899.0,l
498.0,965230.0,i
660.0,139860.0,f
746.0,679734.0,i
834.0,642514.0,b
657.0,195101.0,k
421.0,591912.0,c
141.0,527048.0,l
19.0,209285.0,l
705.0,256655.0,a
460.0,693418.0,d
960.0,339730.0,d
233.0,991239.0,d
91.0,915410.0,f
610.0,697519.0,h
802.0,457019.0,h
269.0,594590.0,b
367.0,967874.0,d
256.0,914325.0,g
212.0,56637.0,b
225.0,360666.0,i
491.0,653762.0,k
988.0,564266.0,c
358.0,630872.0,h
755.0,241638.0,f
873.0,582186.0,h
406.0,464962.0,h
83.0,169587.0,b
269.0,909798.0,f
580.0,977341.0,e
427.0,145936.0,l
983.0,991564.0,c
478.0,297210.0,d
580.0,137355.0,j
547.0,838674.0,l
749.0,719917.0,f
436.0,660551.0,g
95.0,536977.0,e
239.0,636177.0,i
725.0,201284.0,e
452.0,960757.0,e
687.0,154574.0,e
658.0,123814.0,g
183.0,793759.0,k
186.0,187026.0,d
78.0,846345.0,k
630.0,28220.0,k
202.0,461999.0,f
105.0,505644.0,g
702.0,955175.0,k
695.0,163121.0,c
429.0,898516.0,c
574.0,313823.0,f
970.0,141375.0,e
627.0,393823.0,i
434.0,168399.0,b
171.0,367168.0,d
925.0,792016.0,b
744.0,810352.0,i
736.0,964459.0,j
602.0,42452.0,e
893.0,802156.0,f
916.0,845252.0,h
578.0,742502.0,e
133.0,55163.0,b
453.0,145627.0,i
387.0,272062.0,k
668.0,297033.0,k
637.0,201353.0,j
275.0,968994.0,h
142.0,45148.0,d
594.0,208577.0,h
782.0,718697.0,k
193.0,559695.0,a
564.0,301376.0,h
177.0,790944.0,d
146.0,743077.0,c
598.0,706179.0,b
251.0,795789.0,g
627.0,168672.0,l
781.0,487027.0,d
145.0,529180.0,k
91.0,251512.0,i
902.0,692264.0,c
735.0,366947.0,f
753.0,196237.0,h
630.0,942283.0,k
544.0,488540.0,e
1.0,335283.0,j
870.0,406169.0,j
290.0,942927.0,b
410.0,222734.0,a
505.0,289032.0,i
305.0,970891.0,l
414.0,600789.0,i
17.0,92148.0,j
275.0,579468.0,d
249.0,624930.0,k
379.0,938571.0,c
187.0,961939.0,g
846.0,217888.0,k
719.0,450272.0,j
210.0,530295.0,f
866.0,350368.0,d
143.0,790332.0,j
293.0,452849.0,a
317.0,612493.0,k
246.0,539571.0,j
802.0,519106.0,k
663.0,669548.0,j
341.0,693552.0,d
313.0,377625.0,g
286.0,754774.0,l
738.0,310180.0,g
16.0,347137.0,j
631.0,323815.0,d
835.0,954800.0,j
995.0,84550.0,b
784.0,736570.0,g
87.0,275550.0,i
167.0,907190.0,k
355.0,539665.0,i
373.0,346920.0,a
809.0,559067.0,c
347.0,603150.0,e
630.0,5059.0,a
974.0,873088.0,d
934.0,817018.0,e
130.0,229259.0,k
270.0,816677.0,f
732.0,129547.0,c
394.0,853269.0,j
100.0,837469.0,i
177.0,321388.0,d
415.0,748560.0,a
728.0,54744.0,c
101.0,675852.0,h
25.0,174807.0,b
803.0,371107.0,b
468.0,65694.0,i
632.0,437692.0,i
840.0,172828.0,l
490.0,985114.0,j
703.0,917242.0,f
492.0,721846.0,e
208.0,355922.0,e
575.0,19417.0,i
363.0,624004.0,e
660.0,186176.0,k
609.0,882849.0,a
889.0,808583.0,b
867.0,556849.0,b
686.0,20476.0,a
163.0,198207.0,h
144.0,713555.0,a
231.0,817216.0,c
452.0,189146.0,e
377.0,754514.0,d
822.0,133558.0,l
25.0,619546.0,a
698.0,605331.0,i
796.0,726376.0,g
278.0,577671.0,g
636.0,981602.0,b
625.0,102671.0,k
578.0,586150.0,e
147.0,752253.0,e
93.0,849229.0,d
796.0,972398.0,a
761.0,533946.0,b
543.0,503445.0,a
576.0,240551.0,f
238.0,162333.0,i
913.0,243727.0,e
377.0,469978.0,k
652.0,870590.0,d
213.0,699295.0,g
957.0,557961.0,c
527.0,433514.0,l
146.0,435514.0,j
726.0,791541.0,h
613.0,239769.0,l
68.0,145468.0,k
299.0,51987.0,a
563.0,901918.0,i
85.0,484403.0,b
34.0,78612.0,i
503.0,14167.0,a
873.0,532624.0,i
107.0,879309.0,f
974.0,340343.0,k
618.0,490006.0,h
810.0,53987.0,b
300.0,949384.0,a
387.0,493048.0,g
350.0,42842.0,g
141.0,536877.0,f
361.0,243595.0,f
688.0,273673.0,c
843.0,309089.0,g
835.0,897185.0,d
891.0,165329.0,f
196.0,203060.0,h
108.0,683130.0,k
265.0,432285.0,f
692.0,101637.0,e
41.0,420186.0,e
329.0,423708.0,f
906.0,947544.0,e
283.0,202355.0,k
826.0,270065.0,d
170.0,691194.0,f
826.0,51791.0,l
335.0,627770.0,c
129.0,582185.0,a
378.0,265532.0,b
972.0,199272.0,d
646.0,983518.0,a
451.0,298712.0,e
548.0,305670.0,h
88.0,672887.0,i
470.0,676785.0,h
452.0,650685.0,d
942.0,548336.0,g
570.0,395834.0,b
344.0,283978.0,k
290.0,342976.0,b
228.0,390558.0,g
849.0,136060.0,d
448.0,291367.0,k
198.0,91510.0,f
34.0,284462.0,k
457.0,823021.0,g
266.0,843312.0,j
363.0,734021.0,h
87.0,923913.0,d
756.0,223783.0,l
468.0,3334.0,c
326.0,186932.0,k
42.0,874629.0,d
293.0,877620.0,c
268.0,402527.0,k
561.0,70467.0,l
812.0,143101.0,a
664.0,845368.0,h
764.0,765801.0,d
438.0,268776.0,c
279.0,761176.0,c
903.0,964714.0,i
900.0,966397.0,b
527.0,40965.0,e
476.0,893619.0,a
961.0,592070.0,g
303.0,240520.0,l
439.0,358012.0,b
493.0,698913.0,l
894.0,766205.0,j
790.0,180922.0,b
708.0,231696.0,a
629.0,138469.0,g
844.0,489206.0,f
182.0,255060.0,i
614.0,386927.0,k
354.0,313013.0,a
424.0,767257.0,l
543.0,224553.0,b
786.0,174356.0,d
459.0,202766.0,a
834.0,592946.0,k
103.0,513891.0,d
344.0,486262.0,k
115.0,211638.0,g
339.0,26596.0,g
540.0,699634.0,k
187.0,781023.0,d
584.0,153693.0,h
430.0,188046.0,j
984.0,191061.0,k
178.0,925597.0,d
376.0,287970.0,l
469.0,676171.0,d
782.0,952255.0,k
216.0,399835.0,c
610.0,981098.0,f
489.0,515755.0,d
602.0,915880.0,d
739.0,678567.0,g
928.0,516650.0,a
343.0,405103.0,g
630.0,386591.0,g
2.0,785166.0,h
224.0,868747.0,f
616.0,226078.0,d
717.0,645324.0,l
852.0,222282.0,d
890.0,454500.0,e
364.0,124332.0,g
621.0,657346.0,b
112.0,186656.0,h
322.0,592835.0,f
416.0,894572.0,c
997.0,665094.0,b
681.0,392610.0,g
525.0,819932.0,l
371.0,253999.0,b
297.0,456947.0,b
348.0,599708.0,j
150.0,295896.0,b
543.0,631844.0,g
591.0,549760.0,j
441.0,381582.0,k
919.0,684307.0,b
263.0,366906.0,a
766.0,982815.0,k
355.0,82221.0,a
424.0,719921.0,i
645.0,391705.0,d
662.0,412649.0,g
873.0,309568.0,g
583.0,35820.0,a
328.0,207615.0,j
579.0,811190.0,k
824.0,639120.0,f
284.0,758761.0,g
268.0,272978.0,e
50.0,726464.0,f
671.0,582887.0,h
49.0,325434.0,k
607.0,52531.0,l
926.0,197614.0,l
323.0,626402.0,f
180.0,356176.0,g
912.0,767696.0,i
492.0,815620.0,j
360.0,667299.0,e
668.0,267100.0,k
907.0,48676.0,h
141.0,766866.0,l
948.0,691828.0,b
906.0,883231.0,h
893.0,958789.0,l
171.0,696476.0,k
387.0,859600.0,e
761.0,896042.0,a
916.0,535602.0,d
666.0,159335.0,e
437.0,872074.0,d
595.0,816766.0,e
23.0,521796.0,b
632.0,35686.0,b
146.0,545423.0,i
881.0,750030.0,e
559.0,40252.0,d
183.0,509070.0,e
304.0,59093.0,i
484.0,339340.0,d
4.0,710918.0,h
231.0,815291.0,b
839.0,346852.0,j
992.0,728969.0,k
641.0,31665.0,h
253.0,915908.0,g
827.0,937724.0,h
904.0,317490.0,l
540.0,70666.0,b
546.0,595933.0,j
180.0,551237.0,g
376.0,438304.0,c
414.0,668332.0,k
706.0,192477.0,l
851.0,946775.0,j
1.0,133819.0,a
850.0,950460.0,k
684.0,963490.0,c
469.0,194400.0,f
886.0,450649.0,h
376.0,678518.0,b
951.0,515683.0,a
446.0,61759.0,e
587.0,861833.0,k
742.0,241115.0,g
500.0,406779.0,l
929.0,953940.0,a
185.0,915477.0,c
121.0,756658.0,h
354.0,84010.0,i
81.0,447133.0,d
679.0,402418.0,f
533.0,98658.0,a
850.0,858031.0,k
11.0,891513.0,a
94.0,284973.0,h
507.0,104934.0,i
739.0,590173.0,e
233.0,997258.0,c
528.0,262397.0,h
130.0,563798.0,f
135.0,172974.0,h
37.0,537175.0,j
385.0,497282.0,e
474.0,298454.0,e
144.0,80847.0,j
987.0,701002.0,i
423.0,898958.0,k
17.0,509086.0,k
5.0,440910.0,a
336.0,614238.0,a
760.0,443757.0,f
725.0,513851.0,j
890.0,152172.0,a
221.0,922685.0,j
246.0,88741.0,l
625.0,799392.0,a
172.0,964536.0,f
230.0,140052.0,e
753.0,244997.0,j
301.0,669385.0,e
138.0,415350.0,f
734.0,876080.0,a
240.0,405187.0,l
429.0,232942.0,g
347.0,796039.0,b
962.0,345598.0,f
170.0,628149.0,j
488.0,128230.0,e
625.0,607297.0,c
972.0,64351.0,b
893.0,763149.0,d
438.0,547580.0,e
946.0,311762.0,l
444.0,957980.0,j
544.0,679054.0,a
94.0,376892.0,h
961.0,299114.0,k
270.0,331458.0,a
632.0,295743.0,d
712.0,284357.0,d
85.0,152511.0,b
964.0,267942.0,i
751.0,420871.0,e
663.0,894955.0,a
39.0,938879.0,h
271.0,75806.0,i
378.0,307328.0,g
16.0,98669.0,j
149.0,776288.0,c
969.0,152642.0,j
390.0,578277.0,l
494.0,893423.0,g
152.0,281517.0,i
846.0,925819.0,a
108.0,635643.0,h
167.0,281441.0,g
66.0,560908.0,k
70.0,764498.0,k
296.0,58964.0,h
496.0,80736.0,k
739.0,16657.0,k
552.0,152294.0,d
251.0,37233.0,e
898.0,375414.0,c
354.0,82989.0,l
4.0,90845.0,f
290.0,548738.0,j
905.0,773825.0,e
209.0,39833.0,l
397.0,683506.0,a
359.0,718292.0,c
982.0,519318.0,l
449.0,617579.0,h
44.0,394966.0,j
380.0,944464.0,d
509.0,392842.0,d
825.0,430568.0,a
515.0,987846.0,g
820.0,16036.0,j
166.0,572674.0,j
519.0,545942.0,l
640.0,307759.0,l
733.0,505278.0,i
9.0,412196.0,c
861.0,47175.0,a
509.0,299852.0,k
39.0,847761.0,e
969.0,603718.0,f
282.0,801078.0,e
981.0,242996.0,a
282.0,528163.0,i
869.0,269674.0,l
825.0,227792.0,l
708.0,441313.0,a
743.0,640195.0,d
166.0,122376.0,b
965.0,371272.0,c
826.0,677991.0,b
851.0,291157.0,k
412.0,724917.0,l
405.0,662376.0,a
850.0,140963.0,j
375.0,876251.0,h
62.0,549508.0,h
244.0,828573.0,l
39.0,88778.0,d
87.0,461527.0,b
424.0,964183.0,d
754.0,496504.0,h
695.0,590303.0,a
330.0,316708.0,k
920.0,634928.0,b
424.0,128119.0,i
579.0,614098.0,g
288.0,242138.0,a
884.0,523912.0,h
669.0,549316.0,g
463.0,721491.0,k
714.0,836000.0,k
307.0,304465.0,c
35.0,225591.0,h
680.0,975336.0,e
739.0,353090.0,h
99.0,722563.0,a
230.0,990511.0,g
51.0,823231.0,a
415.0,681856.0,e
517.0,79398.0,g
519.0,563345.0,g
956.0,521060.0,g
727.0,732255.0,b
200.0,921988.0,g
955.0,758193.0,f
247.0,241009.0,k
113.0,465792.0,f
977.0,846511.0,f
69.0,764263.0,f
296.0,554047.0,g
970.0,784411.0,h
667.0,536766.0,h
880.0,489362.0,j
923.0,504495.0,j
339.0,268136.0,g
787.0,565215.0,l
614.0,542311.0,a
132.0,346787.0,a
370.0,512110.0,k
517.0,488903.0,e
603.0,190717.0,h
177.0,364177.0,b
629.0,649372.0,b
605.0,746604.0,c
777.0,79455.0,b
689.0,519845.0,i
873.0,68514.0,k
189.0,533559.0,g
156.0,940645.0,a
769.0,535431.0,b
371.0,14267.0,a
63.0,295616.0,d
211.0,681436.0,l
904.0,838086.0,i
987.0,898409.0,a
458.0,388515.0,l
64.0,846080.0,d
830.0,528378.0,h
116.0,688278.0,b
248.0,97681.0,j
838.0,526078.0,d
162.0,366342.0,j
315.0,430561.0,g
77.0,256105.0,l
208.0,639669.0,c
141.0,171611.0,k
376.0,449990.0,f
80.0,362304.0,l
717.0,329715.0,e
877.0,691854.0,f
21.0,362021.0,d
795.0,481744.0,k
386.0,137842.0,i
739.0,871389.0,f
305.0,911808.0,h
403.0,543982.0,i
572.0,740654.0,a
687.0,253425.0,j
888.0,710726.0,f
732.0,806628.0,b
860.0,427263.0,e
1.0,32349.0,i
926.0,959673.0,d
119.0,844602.0,f
779.0,294931.0,j
170.0,431439.0,e
386.0,195922.0,g
96.0,246023.0,h
720.0,465832.0,f
716.0,710191.0,l
652.0,186591.0,g
818.0,197425.0,h
663.0,62651.0,g
487.0,616826.0,a
654.0,178731.0,i
981.0,811095.0,a
457.0,987800.0,g
258.0,237463.0,i
938.0,569061.0,i
613.0,365719.0,b
601.0,836166.0,a
755.0,912500.0,b
371.0,845493.0,i
937.0,297196.0,i
108.0,450724.0,l
17.0,664832.0,b
512.0,155214.0,d
224.0,349030.0,d
473.0,507579.0,b
168.0,66506.0,l
311.0,973807.0,g
834.0,253808.0,e
536.0,620531.0,j
991.0,678681.0,b
456.0,763139.0,b
307.0,316746.0,c
274.0,574884.0,b
707.0,59324.0,e
762.0,679064.0,j
301.0,134773.0,l
120.0,255532.0,j
35.0,796690.0,a
238.0,784336.0,e
371.0,795512.0,b
589.0,944207.0,g
372.0,880613.0,k
520.0,340078.0,i
675.0,927658.0,f
100.0,975051.0,k
437.0,695204.0,k
690.0,93983.0,i
538.0,947096.0,k
261.0,213793.0,l
565.0,585802.0,e
941.0,691218.0,b
938.0,712439.0,d
709.0,336406.0,h
961.0,411778.0,l
131.0,672133.0,c
312.0,476498.0,k
737.0,91802.0,b
53.0,19322.0,k
200.0,16327.0,j
724.0,754430.0,k
314.0,578317.0,k
89.0,879105.0,d
143.0,52222.0,g
553.0,235107.0,e
228.0,51710.0,i
311.0,401423.0,i
983.0,716863.0,j
796.0,200056.0,f
87.0,763906.0,l
298.0,985296.0,e
923.0,481513.0,a
857.0,753625.0,b
234.0,387310.0,l
541.0,863929.0,d
476.0,670547.0,a
603.0,698404.0,e
832.0,643908.0,a
33.0,701205.0,g
610.0,168765.0,h
985.0,458779.0,g
960.0,653183.0,e
595.0,218030.0,a
455.0,36117.0,g
843.0,764987.0,j
573.0,373023.0,k
981.0,93225.0,a
404.0,156296.0,b
528.0,380835.0,e
997.0,60688.0,l
895.0,487507.0,l
343.0,289030.0,k
236.0,298423.0,h
942.0,234475.0,a
418.0,623104.0,i
722.0,176771.0,k
205.0,509105.0,i
525.0,526154.0,b
499.0,519430.0,d
199.0,81718.0,j
251.0,207813.0,g
710.0,446129.0,g
238.0,156798.0,k
785.0,679480.0,h
788.0,648890.0,b
681.0,227229.0,d
125.0,267546.0,a
167.0,390530.0,j
530.0,851003.0,j
182.0,519402.0,a
198.0,247255.0,k
228.0,673659.0,g
825.0,380141.0,c
694.0,319088.0,g
725.0,211982.0,j
284.0,780449.0,f
264.0,130266.0,b
541.0,839079.0,d
431.0,145520.0,f
975.0,735094.0,b
246.0,819484.0,k
296.0,219882.0,e
857.0,917678.0,b
282.0,547836.0,g
458.0,53401.0,e
143.0,871290.0,c
209.0,633910.0,l
136.0,360373.0,g
534.0,68864.0,h
487.0,513951.0,i
41.0,803242.0,e
317.0,714581.0,d
19.0,313570.0,a
762.0,340100.0,i
708.0,748951.0,i
395.0,380156.0,i
69.0,651730.0,i
594.0,990133.0,b
784.0,87237.0,k
633.0,728124.0,k
102.0,237420.0,f
845.0,637355.0,d
678.0,429026.0,k
559.0,550984.0,d
534.0,731378.0,l
572.0,407723.0,b
925.0,789171.0,d
868.0,171509.0,j
672.0,60113.0,f
105.0,508669.0,a
494.0,639918.0,g
17.0,414482.0,e
50.0,898933.0,e
791.0,385769.0,b
479.0,830147.0,h
866.0,303241.0,c
555.0,715799.0,a
114.0,687825.0,g
579.0,616698.0,c
887.0,929825.0,i
808.0,163928.0,e
225.0,647719.0,l
912.0,252839.0,f
530.0,495911.0,c
848.0,101479.0,a
507.0,350511.0,e
252.0,719393.0,l
914.0,106337.0,a
656.0,226518.0,g
960.0,340770.0,a
266.0,377704.0,f
736.0,176531.0,g
942.0,389413.0,k
686.0,9698.0,h
608.0,190795.0,f
568.0,149981.0,e
201.0,345048.0,b
811.0,410189.0,c
313.0,821870.0,h
833.0,195756.0,b
23.0,81919.0,f
419.0,763261.0,f
693.0,456014.0,c
274.0,676054.0,h
481.0,940040.0,h
630.0,200411.0,k
747.0,117977.0,j
445.0,824223.0,i
471.0,645647.0,l
660.0,689529.0,l
498.0,981293.0,f
559.0,564879.0,b
506.0,163264.0,c
399.0,495735.0,b
731.0,903697.0,l
890.0,99425.0,j
492.0,575808.0,b
406.0,224030.0,c
988.0,556123.0,j
60.0,92434.0,k
373.0,734418.0,d
499.0,318621.0,d
381.0,669204.0,f
612.0,569233.0,a
184.0,240527.0,b
446.0,560215.0,a
180.0,81413.0,b
79.0,856499.0,j
207.0,787840.0,g
583.0,832189.0,i
644.0,835579.0,g
267.0,894999.0,g
780.0,625413.0,h
618.0,474418.0,l
175.0,377972.0,d
4.0,593255.0,j
